CB,NA,FT,FR,SDT,LOC,PRO,EST,EST2,EST3,EST4,EST5,EST6,SDR,LON,LAT,BN,CS,N,NRE,MME,MME2,PTX,PIM,TA,MMA,MMA2,POL,ACU,E,CT,HA,AAL,USU,ETI,CON,SER_SIS1
181,472,19562.500,18552.500,AYG828,CIUDAD DE BUENOS AIR,CF,BOLAÑOS 262,BOLAÑOS,262,,,1001,AZN983,582856,343818,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,901,,P 1.2M HP,H,194.9,0.0,20,34,2.3,MINIPHONE S.A.,5587CNT 92,A,MXD
181,473,18552.500,19562.500,AYG884,LA PLATA,BA,CALLE 49 N°690,CALLE 49,690,,,1900,AYG920,575705,345501,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,45.0,-0.1,16,59,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,474,19562.500,18552.500,AYG920,LA PLATA,BA,HOSPITAL NAVAL,,,,,1900,AYG884,575546,345356,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,225.0,0.1,3,65,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,475,18552.500,19562.500,AYG923,CIUDAD DE BUENOS AIR,CF,AV.PATRICIOS ARG.351,AV. PATRICIOS ARG.,351,,,1001,AYG815,582557,343619,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,21.8,1.0,15,13,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,476,19562.500,18552.500,AYG815,CIUDAD DE BUENOS AIR,CF,JUNCAL 4431,JUNCAL,4431,,,1001,AYG823,582514,343450,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,201.8,-1.0,7,75,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,479,18387.500,19397.500,AYG834,CIUDAD DE BUENOS AIR,CF,F.ALCORTA Y ROLDAN,F. ALCORTA Y ROLDAN,,,,1001,AYG921,582500,343357,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,286.6,-0.4,5,45,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,480,19397.500,18387.500,AYG921,CIUDAD DE BUENOS AIR,CF,AV. LIBERTADOR 4101,AV. LIBERTADOR,4101,,,1001,AYG834,582605,343341,28.000,2,480,C-0512,MICRONET,18,21.0,-74.0,900,,P 0.6M HP,V,106.6,0.4,5,32,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,482,19480.000,18470.000,AZD399,VILLA ZAGALA,BA,MARTELLI,,,,,1651,AYG840,583125,343322,28.000,2,240,,,,21.0,-74.0,902,,P 1.8M,V,66.3,0.0,22,48,1.8,MINIPHONE S.A.,1697CNC 97,A,MXD
181,481,18470.000,19480.000,AYG840,VICENTE LOPEZ,BA,PUENTE SAAVEDRA,,,,,1638,AZD399,582818,343214,28.000,2,240,,,,21.0,-74.0,902,,P 1.8M,V,246.3,0.0,18,48,1.8,MINIPHONE S.A.,1697CNC 97,A,MXD
181,483,18590.000,18710.000,AZV947,SAN MIGUEL DE TUCUMA,TC,AEROP. B. MATIENZO,,,,,4000,AZL724,650652,265003,8.000,2,120,,,,15.0,-87.0,900,,P 0.6M,V,261.0,-0.1,438,18,1.2,TELECOM ARGENTINA S.A.,4229CNC 97,A,MXD
181,484,18710.000,18590.000,AZL724,BANDA DEL RIO SALI,TC,BANDA DEL RIO SALI,,,,,4109,AZV947,650952,265028,8.000,2,120,,,,15.0,-87.0,900,,P 0.6M,V,81.0,0.1,430,30,1.2,TELECOM ARGENTINA S.A.,4229CNC 97,A,MXD
181,485,18590.000,18710.000,AZV948,COLONIA CAROYA,CD,COLONIA CAROYASALI,,,,,5223,AZK33,640316,310107,8.000,2,120,,,,18.0,-88.0,900,,P 0.6M,H,308.6,0.0,564,14,1.2,TELECOM ARGENTINA S.A.,4650CNC 97,A,MXD
181,486,18710.000,18590.000,AZK33,JESUS MARIA,CD,JESUS MARIA,,,,,5220,AZV948,640544,305925,8.000,2,120,,,,18.0,-88.0,900,,P 0.6M,H,128.6,0.0,530,50,1.2,TELECOM ARGENTINA S.A.,4650CNC 97,A,MXD
181,487,18590.000,18710.000,AZN569,RIO PRIMERO,CD,RIO I RPT,,,,,5127,AZN886,633735,311936,8.000,2,120,,,,20.0,-90.0,900,,P 0.6M,H,156.6,0.0,246,27,2.0,TELECOM ARGENTINA S.A.,4231CNC 97,A,MXD
181,488,18710.000,18590.000,AZN886,RIO PRIMERO,CD,RIO I CENTRAL,,,,,5127,AZN569,633726,311954,8.000,2,120,,,,20.0,-90.0,900,,P 0.6M,H,336.6,0.0,245,10,2.0,TELECOM ARGENTINA S.A.,4231CNC 97,A,MXD
181,489,18140.000,19150.000,AZX925,EZEIZA,BA,PLANTA,,,,,1804,AZX924,583029,344902,28.000,2,480,,,,17.0,-82.0,905,,P 1.2 STD,V,207.9,0.0,11,36,0.0,RASIC HERMANOS S.A.,4948CNC 97,A,MXD
181,490,19150.000,18140.000,AZX924,TRISTAN SUAREZ,BA,ADMINISTRACION,,,,,1806,AZX925,583257,345252,28.000,2,480,,,,17.0,-82.0,906,,P 0.6M,V,27.9,0.0,21,30,0.0,RASIC HERMANOS S.A.,4948CNC 97,A,MXD
181,491,17810.000,18820.000,AZV919,CIUDAD DE BUENOS AIR,CF,TELEPUERTO,,,,,1001,AZV997,582542,343928,28.000,2,480,,,,17.0,-83.0,901,,P 1.2M HP,H,42.1,0.0,3,85,1.5,TELECOM SOLUCIONES S.A.,7592CNC 97,A,MXD
181,492,18820.000,17810.000,AZV997,CIUDAD DE BUENOS AIR,CF,NODO ALSINA,,,,,1001,AZV919,582242,343644,28.000,2,480,,,,17.0,-83.0,901,,P 1.2M HP,H,222.1,0.0,17,129,1.5,ARNET S.A.,7592CNC 97,A,MXD
181,493,18360.000,19370.000,AZX701,VILLA GOBERNADOR GAL,SF,COOP.GDOR.GALVEZ,,,,,2124,AZX699,603735,330129,28.000,2,480,,,,18.0,-88.0,703,,P 0.6 HP,V,186.5,0.0,25,22,0.2,COOP.VILLA GDOR.GALVEZ,8586CNC 97,A,MXD
181,494,19370.000,18360.000,AZX699,VILLA GOBERNADOR GAL,SF,GENERAL MOTORS URA,,,,,2124,AZX701,603806,330519,28.000,2,480,,,,18.0,-88.0,703,,P 0.6 HP,V,6.5,0.0,31,24,0.2,COOP.VILLA GDOR.GALVEZ,8586CNC 97,C,MXD
181,517,18030.000,19040.000,AZY37,CIUDAD DE BUENOS AIR,CF,LIBERTADOR,LIBERTADOR,,,,1001,AZY212,582249,343518,28.000,2,480,,,,21.0,-75.0,900,,P 0.6M HP,H,33.8,0.9,8,7,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,518,19040.000,18030.000,AZY212,CIUDAD DE BUENOS AIR,CF,DARSENA,,,,,1001,AZY37,582232,343457,28.000,2,480,,,,21.0,-75.0,900,,P 0.6M HP,H,213.8,-0.9,5,23,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,519,17920.000,18930.000,AZY44,CIUDAD DE BUENOS AIR,CF,CLINICAS,,,,,1001,AZY62,582354,343543,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,204.9,-0.7,20,66,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,520,18930.000,17920.000,AZY62,CIUDAD DE BUENOS AIR,CF,PLAZA MISERERE,,,,,1001,AZY44,582426,343640,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,24.9,0.7,18,42,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,521,18030.000,19040.000,AZY63,CIUDAD DE BUENOS AIR,CF,CABALLITO,,,,,1001,AZY213,582508,343723,28.000,2,480,,,,20.0,-75.0,900,,P 0.6M HP,H,289.9,0.1,20,62,2.0,C.R.M. S.A.,3713CNT 92,A,MXD
181,522,19040.000,18030.000,AZY213,CIUDAD DE BUENOS AIR,CF,PARQUE RIVADAVIA,,,,,1001,AZY63,582608,343705,28.000,2,480,,,,20.0,-75.0,900,,P 0.6M HP,H,109.9,-0.1,18,62,2.0,C.R.M. S.A.,3713CNT 92,A,MXD
181,523,18030.000,19040.000,AZY94,CIUDAD DE BUENOS AIR,CF,HUSARES,,,,,1001,AZY79,582636,343307,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,225.4,2.7,8,42,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,524,19040.000,18030.000,AZY79,CIUDAD DE BUENOS AIR,CF,MENDOZA,,,,,1001,AZY94,582703,343329,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,45.4,-2.7,10,86,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,525,17920.000,18930.000,AZY71,CIUDAD DE BUENOS AIR,CF,PALERMO VIEJO I,,,,,1001,AZY73,582458,343518,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,93.2,0.0,15,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,526,18930.000,17920.000,AZY73,CIUDAD DE BUENOS AIR,CF,AUSTRIA,AUSTRIA,,,,1001,AZY71,582414,343520,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,273.1,0.0,10,78,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,527,18112.500,19122.500,AZY71,CIUDAD DE BUENOS AIR,CF,PALERM0 VIEJO I,,,,,1001,AZY60,582458,343518,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,204.0,-0.3,15,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,528,19122.500,18112.500,AZY60,CIUDAD DE BUENOS AIR,CF,ALMAGRO,,,,,1001,AZY71,582512,343544,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,24.0,0.3,18,64,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,529,17920.000,18930.000,AZY40,CIUDAD DE BUENOS AIR,CF,PUENTE SAVEDRA,,,,,1001,AZY214,582827,343222,28.000,2,480,,,,21.0,-75.0,900,,P 0.6M HP,H,1.5,-0.2,18,35,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,530,18930.000,17920.000,AZY214,VICENTE LOPEZ,BA,VICENTE LOPEZ III,,,,,1638,AZY40,582825,343117,28.000,2,480,,,,21.0,-75.0,900,,P 0.6M HP,H,181.5,0.2,8,37,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,531,18030.000,19040.000,AZY72,CIUDAD DE BUENOS AIR,CF,BOTANICO,,,,,1001,AZY35,582442,343446,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,255.7,0.3,5,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,532,19040.000,18030.000,AZY35,CIUDAD DE BUENOS AIR,CF,PLAZA ITALIA,,,,,1001,AZY72,582520,343454,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,75.7,-0.3,10,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,533,18112.500,19122.500,AZY53,CIUDAD DE BUENOS AIR,CF,MONROE,MONROE,,,,1001,AZY81,582900,343423,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,306.0,-0.3,20,60,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,534,19122.500,18112.500,AZY81,CIUDAD DE BUENOS AIR,CF,VILLA URQUIZA,,,,,1001,AZY53,582940,343359,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,126.0,0.3,15,59,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,535,17837.500,18847.500,AZY64,CIUDAD DE BUENOS AIR,CF,COGHLAN,,,,,1001,AZY53,582813,343352,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,231.4,0.3,16,64,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,536,18847.500,17837.500,AZY53,CIUDAD DE BUENOS AIR,CF,MONROE,MONROE,,,,1001,AZY64,582900,343423,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,51.4,0.3,20,60,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,537,18030.000,19040.000,AZY31,CIUDAD DE BUENOS AIR,CF,DEVOTO,,,,,1001,AZY65,583124,343511,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,52.4,-0.7,24,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,538,19040.000,18030.000,AZY65,CIUDAD DE BUENOS AIR,CF,VILLA PUEYRREDON,,,,,1001,AZY31,583037,343441,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,232.3,0.7,18,60,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,539,17837.500,18847.500,AZY31,CIUDAD DE BUENOS AIR,CF,DEVOTO,,,,,1001,AZY54,583124,343511,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,108.7,-0.4,24,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,540,18847.500,17837.500,AZY54,CIUDAD DE BUENOS AIR,CF,NAZCA,NAZCA,,,,1001,AZY31,582944,343539,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,288.7,0.4,23,54,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,542,18847.500,17837.500,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY75,583128,343744,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,5.7,-0.5,22,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,541,17837.500,18847.500,AZY75,CIUDAD DE BUENOS AIR,CF,BEIRO,BEIRO,,,,1001,AZY82,583121,343646,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,H,185.7,0.5,23,54,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,543,18112.500,19122.500,AZY205,CIUDAD DE BUENOS AIR,CF,RUBENS,RUBENS,,,,1001,AZY82,582950,343748,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,272.8,0.0,23,70,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,544,19122.500,18112.500,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY205,583128,343744,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,92.8,0.0,22,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,546,18932.000,17920.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY206,583128,343744,28.000,2,480,,,,15.0,-75.0,900,,P 0.6M HP,H,246.5,0.0,22,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,545,17920.000,18930.000,AZY206,CIUDADELA,BA,ROSALES,,,,,1702,AZY86,583300,343817,28.000,2,480,,,,15.0,-75.0,900,,P 0.6M HP,H,66.6,0.0,20,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,547,18030.000,19040.000,AZY207,CIUDAD DE BUENOS AIR,CF,LINIERS II,,,,,1001,AZY82,583122,343822,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,352.6,0.4,20,66,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,548,19040.000,18030.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY207,583128,343744,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,172.6,-0.4,22,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,549,17837.500,18847.500,AZY208,CIUDAD DE BUENOS AIR,CF,VILLA LURO,,,,,1001,AZY82,583007,343838,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,180.0,0.3,20,60,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,550,18847.500,17837.500,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY208,583128,343744,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,0.0,-0.3,22,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,551,18112.500,19122.500,AZY30,CIUDAD DE BUENOS AIR,CF,FLORES,,,,,1001,AZY51,582647,343744,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,262.1,-1.7,23,94,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,552,19122.500,18112.500,AZY51,CIUDAD DE BUENOS AIR,CF,PLAZA FLORES,,,,,1001,AZY30,582739,343750,28.000,2,480,,,,10.0,-75.0,900,,P 0.6M HP,V,82.1,1.7,23,54,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,553,17837.500,18847.500,AZY30,CIUDAD DE BUENOS AIR,CF,FLORES,,,,,1001,AZY209,582647,343744,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,219.6,-1.3,23,94,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,554,18847.500,17837.500,AZY209,CIUDAD DE BUENOS AIR,CF,CASIMIRO,,,,,1001,AZY30,582747,343844,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,39.6,1.3,8,54,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,555,17920.000,18930.000,AZY210,CIUDAD DE BUENOS AIR,CF,LUGANO II,,,,,1001,AZY83,582831,343940,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,211.9,0.1,8,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,556,18930.000,17920.000,AZY83,CIUDAD DE BUENOS AIR,CF,MATADEROS,,,,,1001,AZY210,582929,344057,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,H,31.9,-0.1,18,66,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,557,18030.000,19040.000,AZY43,CIUDAD DE BUENOS AIR,CF,MATADEROS II,,,,,1001,AZY83,582950,343933,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,168.3,-0.1,23,66,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,558,19040.000,18030.000,AZY83,CIUDAD DE BUENOS AIR,CF,MATADEROS,,,,,1001,AZY43,582929,344057,28.000,2,480,,,,17.0,-75.0,900,,P 0.6M HP,V,348.3,0.1,18,66,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,559,17837.500,18847.500,AZY216,CIUDAD DE BUENOS AIR,CF,SANTA FE 4922,SANTA FE,4922,,,1001,AZY35,582543,343441,28.000,2,480,,,,3.0,-75.0,900,,P 0.6M HP,H,124.4,0.2,10,70,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,560,18847.500,17837.500,AZY35,CIUDAD DE BUENOS AIR,CF,PLAZA ITALIA,,,,,1001,AZY216,582520,343454,28.000,2,480,,,,3.0,-75.0,900,,P 0.6M HP,H,304.4,-0.2,10,72,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,561,17920.000,18930.000,AZY41,CIUDAD DE BUENOS AIR,CF,HOSPITAL MILITAR,,,,,1001,AZY32,582611,343415,28.000,2,480,,,,8.0,-75.0,900,,P 0.6M HP,V,278.6,0.1,10,71,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,562,18930.000,17920.000,AZY32,CIUDAD DE BUENOS AIR,CF,COLEGIALES,,,,,1001,AZY41,582659,343409,28.000,2,480,,,,8.0,-75.0,900,,P 0.6M HP,V,98.6,-0.1,18,66,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,564,18930.000,17920.000,AZY38,CIUDAD DE BUENOS AIR,CF,SUIPACHA,SUIPACHA,,,,1001,AZY37,582248,343532,28.000,2,480,,,,1.0,-75.0,900,,P 0.6M HP,H,356.6,-9.8,15,76,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,563,17920.000,18930.000,AZY37,CIUDAD DE BUENOS AIR,CF,LIBERTADOR,LIBERTADOR,,,,1001,AZY38,582249,343518,28.000,2,480,,,,1.0,-75.0,900,,P 0.6M HP,H,176.6,9.8,8,8,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,565,18112.500,19122.500,AZY44,CIUDAD DE BUENOS AIR,CF,CLINICAS,,,,,1001,AZY215,582353,343543,28.000,2,480,,,,1.0,-75.0,900,,P 0.6M HP,H,103.6,0.3,20,78,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,566,19122.500,18112.500,AZY215,CIUDAD DE BUENOS AIR,CF,SANTA FE 1780,SANTA FE,1780,,,1001,AZY44,582333,343547,28.000,2,480,,,,1.0,-75.0,900,,P 0.6M HP,H,283.6,-0.3,23,78,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,568,19122.500,18112.500,AZY217,CIUDAD DE BUENOS AIR,CF,INDEPENDENCIA 2599,INDEPENDENCIA,2599,,,1001,AZY63,582407,343708,28.000,2,480,,,,8.0,-75.0,900,,P 0.6M HP,V,252.7,-0.5,20,84,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,567,18112.500,19122.500,AZY63,CIUDAD DE BUENOS AIR,CF,CABALLITO,,,,,1001,AZY217,582509,343724,28.000,2,480,,,,8.0,-75.0,900,,P 0.6M HP,V,72.7,0.5,20,70,0.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,569,17920.000,18930.000,AZY31,CIUDAD DE BUENOS AIR,CF,DEBOTO,,,,,1001,AZY36,583125,343511,28.000,2,480,,,,20.0,-75.0,901,,P 1.2M HP,V,234.8,0.1,24,25,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,570,18930.000,17920.000,AZY36,CASEROS (PDO. 3 DE F,BA,CASEROS,,,,,1678,AZY31,583327,343622,28.000,2,480,,,,20.0,-71.0,901,,P 1.2M HP,V,54.9,-0.1,28,30,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,571,17920.000,18930.000,AZY31,CIUDAD DE BUENOS AIR,CF,DEVOTO,,,,,1001,AZY81,583124,343511,28.000,2,480,,,,20.0,-71.0,901,,P 1.2M HP,H,50.1,-0.1,24,40,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,572,18930.000,17920.000,AZY81,CIUDAD DE BUENOS AIR,CF,URQUIZA,,,,,1001,AZY31,582940,343359,28.000,2,480,,,,20.0,-71.0,901,,P 1.2M HP,H,230.1,0.1,15,45,1.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,573,18030.000,19040.000,AZY74,CIUDAD DE BUENOS AIR,CF,RECOLETA,,,,,1001,AZY75,582315,343523,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,320.0,-0.8,16,57,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,574,19040.000,18030.000,AZY75,CIUDAD DE BUENOS AIR,CF,PALERMO CHICO,,,,,1001,AZY74,582410,343429,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,140.0,0.8,5,37,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,575,18112.500,19122.500,AZY41,CIUDAD DE BUENOS AIR,CF,H. MILITAR,,,,,1001,AZY66,582611,343415,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,195.0,-0.2,10,52,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,576,19122.500,18112.500,AZY66,CIUDAD DE BUENOS AIR,CF,CHACARITA,,,,,1001,AZY41,582636,343532,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,15.0,0.2,13,40,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,578,19122.500,18112.500,AZY49,CIUDAD DE BUENOS AIR,CF,PLAZA DE MAYO,,,,,1001,AZY67,582224,343636,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,183.7,0.4,8,45,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,577,18112.500,19122.500,AZY67,CIUDAD DE BUENOS AIR,CF,CONSTITUCION,,,,,1001,AZY49,582230,343752,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,3.7,-0.4,18,50,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,579,18112.500,19122.500,AZY74,CIUDAD DE BUENOS AIR,CF,RECOLETA,,,,,1001,AZY48,582315,343523,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,145.2,0.4,16,57,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,580,19122.500,18112.500,AZY48,CIUDAD DE BUENOS AIR,CF,TUCUMAN,,,,,1001,AZY74,582237,343608,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,325.2,-0.4,15,72,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,581,17920.000,18930.000,AZY211,CIUDAD DE BUENOS AIR,CF,BOLSA DE COMERCIO,,,,,1001,AZY48,582212,343615,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,H,288.8,3.8,10,32,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,582,18930.000,17920.000,AZY48,CIUDAD DE BUENOS AIR,CF,TUCUMAN,,,,,1001,AZY211,582237,343608,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,H,108.8,-3.8,15,72,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,583,18030.000,19040.000,AZY58,CIUDAD DE BUENOS AIR,CF,VA. PARQUE,,,,,1001,AZY82,582956,343643,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,230.6,0.1,23,57,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,584,19040.000,18030.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,VERSALLES,,,,1001,AZY58,583126,343744,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,50.6,-0.1,22,62,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,585,18030.000,19040.000,AZY33,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,AZY60,582404,343612,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,296.5,-0.6,15,56,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,586,19040.000,18030.000,AZY60,CIUDAD DE BUENOS AIR,CF,ALMAGRO,,,,,1001,AZY33,582512,343544,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,V,116.5,0.6,18,34,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,587,17920.000,18930.000,AZY33,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,AZY73,582404,343612,28.008,2,480,,,,20.0,-71.0,900,,P 0.6M HP,H,349.1,-0.8,15,82,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,588,18930.000,17920.000,AZY73,CIUDAD DE BUENOS AIR,CF,AUSTR FRENCH,,,,,1001,AZY33,582416,343521,28.000,2,480,,,,20.0,-71.0,900,,P 0.6M HP,H,169.0,0.8,10,65,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,589,17920.000,18930.000,AZY32,CIUDAD DE BUENOS AIR,CF,COLEGIALES,,,,,1001,AZY39,582659,343409,28.000,2,480,,,,17.0,-71.0,900,,P 0.6M HP,V,349.4,-5.4,18,70,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,590,18930.000,17920.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY32,582704,343347,28.000,2,480,,,,17.0,-71.0,900,,P 0.6M HP,V,169.4,5.4,13,10,0.7,C.R.M. S.A.,3713CNT 92,A,MXD
181,591,18030.000,19040.000,AZY42,CIUDAD DE BUENOS AIR,CF,GALERIAS PACIFICO,,,,,1001,AZY48,582236,343607,14.000,2,240,,,,21.0,-75.0,901,,P 1.2M HP,H,46.0,10.4,13,25,1.2,C.R.M. S.A.,3713CNT 92,A,MXD
