CB,NA,FT,FR,SDT,LOC,PRO,EST,EST2,EST3,EST4,EST5,EST6,SDR,LON,LAT,BN,CS,N,NRE,MME,MME2,PTX,PIM,TA,MMA,MMA2,POL,ACU,E,CT,HA,AAL,USU,ETI,CON,SER_SIS1
181,258,19315.000,18305.000,,SAN SALVADOR DE JUJU,JJ,B° EL PARQUE,,,,,4600,AZK60,651948,240931,28.000,2,480,,,,18.7,-75.5,905,,P 1.2m,V,321.0,1.1,1360,24,2.2,TELECOM ARGENTINA S.A.,6626CNT 94,A,MXD
181,259,18670.000,18790.000,,CIUDAD DE BUENOS AIR,CF,Tte. Gral. PERON 640,Tte. Gral. PERON,640,,,1001,,582232,343624,3.500,2,30,,,,19.0,-78.0,906,MARK,P 0.6m,V,295.0,0.0,19,113,0.7,CIADEA S.A.,4362CNT 94,A,MXD
181,260,18790.000,18670.000,,CIUDAD DE BUENOS AIR,CF,F.J.S. ORO 1744,F.J.S ORO,1744,,,1001,,582546,343509,3.500,2,30,,,,19.0,-78.0,906,MARK,P 0.6m,V,115.0,0.0,7,82,0.7,CIADEA S.A.,4362CNT 94,A,MXD
181,264,18765.000,17755.000,,USHUAIA,TF,CCM USHUAIA,,,,,9410,AZK264,681816,544906,7.000,2,120,,,,15.0,-107.0,906,,P 0.6,V,359.0,0.0,10,23,4.0,TELEFONICA DE ARGENTINA S.A.,12281CNT 94,A,MXD
181,263,17755.000,18765.000,AZK264,USHUAIA,TF,USHUAIA,,,,,9410,,681817,544824,7.000,2,120,,,,15.0,-107.0,906,,P 0.6,V,179.0,0.0,11,25,4.0,TELEFONICA DE ARGENTINA S.A.,12281CNT 94,A,MXD
181,268,18765.000,17755.000,,NEUQUEN,NQ,CCM NEUQUEN,,,,,8300,AZL73,680339,385604,25.500,2,480,,,,20.0,-100.0,906,,P 0.6,V,31.0,0.0,340,24,6.0,TELEFONICA DE ARGENTINA S.A.,12279CNT 94,A,MXD
181,267,17755.000,18765.000,AZL73,NEUQUEN,NQ,NEUQUEN BARDA,,,,,8300,,680351,385619,25.500,2,480,,,,20.0,-100.0,906,,P 0.6,V,211.0,0.0,340,24,6.0,TELEFONICA DE ARGENTINA S.A.,12279CNT 94,A,MXD
181,271,18195.000,19205.000,AZK391,DON TORCUATO,BA,TELECOM DON TORCUATO,,,,,1611,AZZ527,583803,342943,7.000,2,120,,,,13.0,-83.0,904,ANDREW VP2,180 2,V,60.3,0.0,19,30,1.7,TELECOM ARGENTINA S.A.,15773CNT 94,A,MXD
181,272,19205.000,18195.000,AZZ527,SAN FERNANDO,BA,FATE,,,,,1646,AZK391,583442,342808,7.000,2,120,,,,13.0,-83.0,904,ANDREW VP2,180 2,V,240.3,0.0,4,24,1.7,TELECOM ARGENTINA S.A.,15773CNT 94,A,MXD
181,274,19067.500,18057.500,,CIUDAD DE BUENOS AIR,CF,TACUARI 1842,TACUARI,1842,,,1001,,582227,343747,28.000,2,480,,,,20.0,-75.0,906,MARK,P 0.6m,H,207.0,0.0,10,50,0.7,AGEA S.A.,16383CNT 94,A,MXD
181,273,18057.500,19067.500,,CIUDAD DE BUENOS AIR,CF,ZEPITA 3320,ZEPITA,3320,,,1001,,582334,343934,28.000,2,480,,,,20.0,-75.0,906,MARK,P 0.6m,H,27.0,0.0,5,31,0.7,AGEA S.A.,16383CNT 94,A,MXD
181,275,17755.000,18765.000,AZL6,ESCOBAR,BA,ESCOBAR,,,,,1625,AZL930,584748,342051,28.000,2,480,,,,13.0,-76.0,905,,P 1.2M,V,213.6,0.0,22,36,1.2,TELECOM ARGENTINA S.A.,16021CNT 94,A,MXD
181,276,18765.000,17755.000,AZL930,MATHEU,BA,MATHEU,,,,,1627,AZL6,584942,342313,28.000,2,480,,,,13.0,-76.0,905,,P 1.2M,V,33.6,0.0,25,23,1.2,TELECOM ARGENTINA S.A.,16021CNT 94,A,MXD
181,278,18875.000,17865.000,AZZ526,SAN FERNANDO,BA,PLANTA MOLINOS,,,,,1646,AZK391,583350,342811,7.000,2,120,,,,13.0,-83.0,904,,P 0.6m,V,246.3,0.0,12,29,1.7,TELECOM ARGENTINA S.A.,17858CNT 94,A,MXD
181,277,17865.000,18875.000,AZK391,DON TORCUATO,BA,DON TORCUATO,,,,,1611,AZZ526,583803,342943,7.000,2,120,,,,13.0,-83.0,904,,P 0.6m,V,63.3,0.0,19,30,1.7,TELECOM ARGENTINA S.A.,17858CNT 94,A,MXD
181,285,18305.000,19315.000,AZL338,VILLA GOBERNADOR GAL,SF,VILLA GDOR.GALVEZ,,,,,2124,AZM954,603736,330128,27.000,2,480,,,,19.0,-82.0,905,,P STANDAR 1.2M,H,328.0,0.0,25,29,13.0,TELECOM ARGENTINA S.A.,2230CNT 95,A,MXD
181,286,19315.000,18305.000,AZM954,ROSARIO,SF,ARIJON,,,,,2000,AZL338,603845,325954,27.000,2,480,,,,19.0,-82.0,905,,P STANDAR 1.2M,H,148.0,0.0,28,25,12.0,TELECOM ARGENTINA S.A.,2230CNT 95,A,MXD
181,287,18195.000,19205.000,AZM954,ROSARIO,SF,ARIJON,,,,,2000,AZZ528,603845,325954,7.000,2,120,,,,13.0,-83.0,906,,P STANDAR 0.6M,H,106.2,0.0,28,22,2.5,TELECOM ARGENTINA S.A.,1693CNT 95,A,MXD
181,288,19205.000,18195.000,AZZ528,VILLA GOBERNADOR GAL,SF,SWIFT ARMOUR,,,,,2124,AZM954,603647,330023,7.000,2,120,,,,13.0,-83.0,906,,P STANDAR 0.6M,H,286.2,0.0,14,42,2.5,TELECOM ARGENTINA S.A.,1693CNT 95,A,MXD
181,291,17755.000,18765.000,AZK970,LUJAN,BA,LUJAN,,,,,6700,AZM732,590638,343359,25.500,2,480,,,,18.0,-100.0,906,,P STD 0.6M,V,24.0,0.0,22,37,0.5,TELEFONICA DE ARGENTINA S.A.,397CNT 95,A,MXD
181,292,18765.000,17755.000,AZM732,OPEN DOOR,BA,OPEN DOOR,,,,,6708,AZK970,590417,342946,25.500,2,480,,,,18.0,-100.0,906,,P STD 0.6M,V,204.0,0.0,30,51,0.5,TELEFONICA DE ARGENTINA S.A.,397CNT 95,A,MXD
181,294,18875.000,17865.000,AZZ529,ROSARIO,SF,MOLINOS RIO DE LA PL,,,,,2000,AZM954,604053,325932,8.000,2,120,,,,10.0,-86.0,906,,P STANDAR 0.6M,V,102.1,0.0,21,21,1.2,TELECOM ARGENTINA S.A.,3480CNT 95,A,MXD
181,293,17865.000,18875.000,AZM954,ROSARIO,SF,ARIJON,,,,,2000,,603847,325955,8.000,2,120,,,,10.0,-86.0,906,,P STANDAR 0.6M,V,282.1,0.0,21,29,1.2,TELECOM ARGENTINA S.A.,3480CNT 95,A,MXD
181,295,17975.000,18985.000,AZK465,LA PLAYOSA,CD,LA PLAYOSA REP.,,,,,5911,AZM991,630200,320630,8.000,2,120,,,,16.0,-86.0,906,,P STANDAR 0.6M,V,6.0,0.0,172,35,0.0,TELECOM ARGENTINA S.A.,5016CNT 95,A,MXD
181,296,18985.000,17975.000,AZM991,LA PLAYOSA,CD,LA PLAYOSA COOP.,,,,,5911,AZK465,630145,320550,8.000,2,120,,,,16.0,-86.0,906,,P STANDAR 0.6M,V,186.0,0.0,172,24,0.0,TELECOM ARGENTINA S.A.,5016CNT 95,A,MXD
181,297,18610.000,18730.000,,HURLINGHAM,BA,RUBEN DARIO,,,,,1686,,583745,343518,7.000,2,120,,,,29.0,-80.0,905,,P STANDAR 1.2M,V,96.2,0.3,10,42,7.0,METROVIAS S.A.,4742CNT 95,A,MXD
181,298,18730.000,18610.000,,VILLA LYNCH (PDO. GR,BA,CNEL.FRANCISCO LYNCH,,,,,1672,,583123,343552,7.000,2,120,,,,29.0,-80.0,905,,P STANDAR 1.2M,V,276.2,-0.3,25,90,7.0,METROVIAS S.A.,4742CNT 95,A,MXD
181,299,18610.000,18730.000,,CIUDAD DE BUENOS AIR,CF,EST.FEDERICO LACROZE,,,,,1001,,582711,343510,7.000,2,120,,,,29.0,-80.0,900,,P 0.6M,H,258.6,0.5,20,36,7.0,METROVIAS S.A.,4742CNT 95,A,MXD
181,300,18730.000,18610.000,,VILLA LYNCH (PDO. GR,BA,CNEL.FRANCISCO LYNCH,,,,,1672,,583123,343552,7.000,2,120,,,,29.0,-80.0,900,,P 0.6M,H,78.6,-0.5,25,90,7.0,METROVIAS S.A.,4742CNT 95,A,MXD
181,301,18552.500,19562.500,AYG908,CIUDAD DE BUENOS AIR,CF,BUSTAMANTE Y L.HERAS,BUSTAMANTE Y LAS HERAS,,,,1001,AYG815,582407,343509,28.000,2,480,,,,20.0,-75.0,902,MARK,P 1.8M,H,288.9,0.0,8,66,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,302,19562.500,18552.500,AYG815,CIUDAD DE BUENOS AIR,CF,JUNCAL 4431,JUNCAL,4431,,,1001,AYG908,582514,343450,28.000,2,480,,,,20.0,-75.0,902,MARK,P 1.8M,H,108.9,0.0,7,70,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,304,19287.500,18277.500,AYG908,CIUDAD DE BUENOS AIR,CF,BUSTAMANTE Y L.HERAS,BUSTAMANTE Y LAS HERAS,,,,1001,AYG905,582407,343509,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,V,206.5,0.0,8,40,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,303,18277.500,19287.500,AYG905,CIUDAD DE BUENOS AIR,CF,BERUTTI 2954,BERUTTI,2954,,,1001,AYG908,582420,343531,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,V,26.5,0.0,11,31,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,306,19287.500,18277.500,AYG850,CIUDAD DE BUENOS AIR,CF,DORREGO 2124,DORREGO,2124,,,1001,AYG913,582611,343437,28.000,2,480,,,,20.0,-75.0,901,MARK,P 1.2M,H,282.0,0.0,16,30,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,305,18277.500,19287.500,AYG913,CIUDAD DE BUENOS AIR,CF,VIRREY DEL PINO 3402,VIRREY DEL PINO,3402,,,1001,AYG850,582745,343420,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,H,102.0,0.0,18,54,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,308,19480.000,18470.000,AYG852,CIUDAD DE BUENOS AIR,CF,ALSINA 1860,ALSINA,1860,,,1001,AYG917,582330,343642,28.000,2,480,,,,21.0,-75.0,902,MARK,P 1.8M,H,276.4,0.0,23,56,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,307,18470.000,19480.000,AYG917,CIUDAD DE BUENOS AIR,CF,BME.MITRE Y AGÜERO,BME. MITRE Y AGUERO,,,,1001,AYG852,582446,343635,28.000,2,480,,,,21.0,-75.0,902,MARK,P 1.8M,H,96.4,0.0,18,60,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,309,18277.500,19287.500,AYG911,CIUDAD DE BUENOS AIR,CF,CERRITO 1433,CERRITO,1433,,,1001,AYG831,582254,343526,28.000,2,480,,,,21.0,-75.0,900,MARK,P 0.6M,H,124.6,0.0,15,55,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,310,19287.500,18277.500,AYG831,CIUDAD DE BUENOS AIR,CF,MAIPU 1252,MAIPU,1252,,,1001,AYG911,582233,343538,28.000,2,480,,,,21.0,-75.0,900,MARK,P 0.6M,H,304.6,0.0,14,48,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,311,18387.500,19397.500,AYG906,CIUDAD DE BUENOS AIR,CF,VIEYTES 1152,VIEYTES,1152,,,1001,AYG912,582236,343845,28.000,2,480,,,,20.0,-75.0,901,MARK,P 1.2M,H,325.0,0.0,5,37,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,312,19397.500,18387.500,AYG912,CIUDAD DE BUENOS AIR,CF,AV.ENTRE RIOS 1931,AV. ENTRE RIOS,1931,,,1001,AYG906,582326,343755,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,H,145.0,0.0,22,72,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,313,18470.000,19480.000,AYG857,CIUDAD DE BUENOS AIR,CF,CORDOBA Y MITRE16,CORDOBA Y MITRE,16,,,1001,AYG878,583212,343452,28.000,2,480,,,,20.0,-75.0,902,MARK,P 1.8M,H,87.2,0.0,21,39,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,314,19480.000,18470.000,AYG878,CIUDAD DE BUENOS AIR,CF,LADINES 2263,LADINES,2263,,,1001,AYG857,582947,343445,28.000,2,480,,,,20.0,-75.0,902,MARK,P 1.8M,H,267.2,0.0,20,36,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,315,18470.000,19480.000,AYG836,OLIVOS,BA,OLIVOS,,,,,1636,AYG914,582931,343108,28.000,2,480,,,,20.0,-75.0,901,MARK,P 1.2M,H,341.0,0.0,21,40,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,316,19480.000,18470.000,AYG914,SAN ISIDRO,BA,SANTA FE 431 HOSPIT.,SANTA FE,431,,,1642,AYG836,583034,342841,28.000,2,480,,,,20.0,-75.0,901,MARK,P 1.2M,H,161.0,0.0,19,32,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,317,18552.500,19562.500,AYG916,CIUDAD DE BUENOS AIR,CF,MEXICO 431,MEXICO,431,,,1001,AYG822,582220,343654,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,V,256.0,0.0,5,35,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,318,19562.500,18552.500,AYG822,CIUDAD DE BUENOS AIR,CF,SAN JOSE 747,SAN JOSE,747,,,1001,AYG916,582307,343703,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,V,76.0,0.0,22,61,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,320,19480.000,18470.000,AYG918,CIUDAD DE BUENOS AIR,CF,MEXICO 945,MEXICO,945,,,1001,AYG919,582244,343655,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,H,35.0,0.0,17,60,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,319,18470.000,19480.000,AYG919,CIUDAD DE BUENOS AIR,CF,AV.DE MAYO 654,AV. DE MAYO,654,,,1001,AYG918,582227,343635,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6M,H,215.0,0.0,20,47,1.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,344,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,AV.PASEO COLON 357,AV. PASEO COLON,357,,,1001,,582209,343645,10.000,2,120,,,,14.0,-85.5,901,ANDREW,P 1.2M HPX4,V,227.1,0.1,3,70,2.1,ARNET S.A.,4668CNT 94,A,MXD
181,343,18630.000,18750.000,,CIUDAD DE BUENOS AIR,CF,O'GORMAN 3060,O'GORMAN,3060,,,1001,,582542,343928,10.000,2,120,,,,14.0,-85.5,901,ANDREW,P 1.2M HPX4,V,47.1,-0.1,10,90,2.1,ARNET S.A.,4668CNT 94,A,MXD
181,345,18305.000,19315.000,AZK529,PASO DE LOS LIBRES,CR,PASO DE LOS LIBRES,,,,,3230,,570508,294246,24.000,2,480,,,,19.0,-83.0,905,MICROLINK,P 1.2M,V,180.9,0.0,68,29,0.0,TELECOM ARGENTINA S.A.,8839CNT 95,A,MXD
181,346,19315.000,18305.000,,URUGUAIANA (BRASIL),BR,URUGUAIANA,,,,,,AZK529,570511,294526,24.000,2,480,,,,19.0,-83.0,905,MICROLINK,P 1.2M,V,0.9,0.0,72,50,0.0,TELECOM ARGENTINA S.A.,8839CNT 95,A,MXD
181,347,17755.000,18765.000,AZK70,LA PLATA,BA,LA PLATA,,,,,1900,AZN187,575713,345455,25.500,2,480,,,,18.0,-101.0,906,,P 0.6M,V,257.0,0.0,16,50,0.5,TELEFONICA DE ARGENTINA S.A.,8990CNT 95,A,MXD
181,348,18765.000,17755.000,AZN187,LA GRANJA,BA,LA GRANJA,,,,,1901,AZK70,580127,345541,25.500,2,480,,,,18.0,-101.0,906,,P 0.6M,V,77.0,0.0,14,35,0.5,TELEFONICA DE ARGENTINA S.A.,8990CNT 95,A,MXD
181,349,18590.000,18710.000,AZK89,MAR DEL PLATA,BA,SANTA CELINA,,,,,7600,AZK90,573543,380304,7.000,2,120,,,,15.0,-107.0,906,,P 0.6M,V,37.0,0.0,52,34,1.0,TELEFONICA DE ARGENTINA S.A.,9017CNT 95,A,MXD
181,350,18710.000,18590.000,AZK90,MAR DEL PLATA,BA,MAR DEL PLATA,,,,,7600,AZK89,573257,380016,7.000,2,120,,,,15.0,-107.0,906,,P 0.6M,V,217.0,0.0,8,46,1.0,TELEFONICA DE ARGENTINA S.A.,9017CNT 95,A,MXD
181,321,18670.000,18790.000,,CIUDAD DE BUENOS AIR,CF,FLORIDA 537,FLORIDA,537,,,1001,,582228,343608,20.000,2,240,,,,23.0,-80.0,904,,P 0.7M,H,143.9,-2.1,12,120,1.5,IMPSAT S.A.,20301CNT 93,A,MXD
181,322,18790.000,18670.000,,CIUDAD DE BUENOS AIR,CF,ALFEREZ PAREJA 256,ALFEREZ PAREJA,256,,,1001,,582125,343719,20.000,2,240,,,,23.0,-80.0,904,,P 0.7M,H,323.9,2.1,5,26,1.5,IMPSAT S.A.,20301CNT 93,A,MXD
181,323,18670.000,18790.000,,CIUDAD DE BUENOS AIR,CF,BOLIVAR 351,BOLIVAR,351,,,1001,,582222,343644,20.000,2,240,,,,23.0,-80.0,904,DMC,P 0.7M,V,126.7,-0.8,13,59,1.5,IMPSAT S.A.,20301CNT 93,A,MXD
181,324,18790.000,18670.000,,CIUDAD DE BUENOS AIR,CF,ALFEREZ PAREJA 256,ALFEREZ PAREJA,256,,,1001,,582125,343719,20.000,2,240,,,,23.0,-80.0,904,DMC,P 0.7M,V,306.7,0.8,5,42,1.5,IMPSAT S.A.,20301CNT 93,A,MXD
181,325,17755.000,18765.000,AZK391,DON TORCUATO,BA,DON TORCUATO,,,,,1611,AZM531,583804,342946,28.000,2,480,,,,13.0,-83.0,905,ANDREW,P 1.2M,V,299.0,0.0,19,38,2.0,TELECOM ARGENTINA S.A.,11111CNT 95,A,MXD
181,326,18765.000,17755.000,AZM531,EL TALAR,BA,EL TALAR,,,,,1618,AZK391,584031,342837,28.000,2,480,,,,13.0,-83.0,905,,P 1.2M,V,119.0,0.0,16,29,2.0,TELECOM ARGENTINA S.A.,11111CNT 95,A,MXD
181,351,18590.000,18710.000,AZK309,CIUDAD DE BUENOS AIR,CF,BARRACAS,,,,,1001,AZN203,582216,343842,7.000,2,120,,,,18.0,-110.0,906,,P 0.6M,V,71.0,0.0,5,55,5.1,TELEFONICA DE ARGENTINA S.A.,11208CNT 95,A,MXD
181,352,18710.000,18590.000,AZN203,CIUDAD DE BUENOS AIR,CF,EXOLGAN,,,,,1001,AZK309,582053,343819,7.000,2,120,,,,18.0,-110.0,906,,P 0.6M,V,251.0,0.0,3,20,5.1,TELEFONICA DE ARGENTINA S.A.,11208CNT 95,A,MXD
181,353,17755.000,18765.000,AZN232,CORRIENTES,CR,CORRIENTES CTI,,,,,3400,AZK364,584945,273039,28.000,2,480,,,,19.0,-83.0,905,,P 1.2M,V,359.0,0.0,52,40,6.2,TELECOM ARGENTINA S.A.,11766CNT 95,A,MXD
181,354,18765.000,17755.000,AZK364,CORRIENTES,CR,CORRIENTES,,,,,3400,AZN232,584948,272822,28.000,2,480,,,,19.0,-83.0,905,,P 1.2M,V,179.0,0.0,56,44,6.2,TELECOM ARGENTINA S.A.,11766CNT 95,A,MXD
181,355,17865.000,18875.000,AZK590,SAN FRANCISCO (DTO.,CD,SAN FRANCISCO,,,,,2400,AZN280,620500,312553,28.000,2,480,,,,13.5,-76.0,906,,P 0.6M,V,24.3,0.0,113,26,0.0,TELECOM ARGENTINA S.A.,13582CNT 95,A,MXD
181,356,18875.000,17865.000,AZN280,SAN FRANCISCO (DTO.,CD,SAN FRANCISCO CTI,,,,,2400,AZK590,620432,312500,28.000,2,480,,,,13.5,-76.0,906,,P 0.6M,V,204.3,0.0,113,40,0.0,TELECOM ARGENTINA S.A.,13582CNT 95,A,MXD
181,400,18875.000,17865.000,AZN339,RINCON DEL CAZADOR,BA,EL CAZADOR,,,,,1625,AZL6,584548,341828,28.000,2,480,,,,19.0,-83.0,901,,P 1.2M,V,213.1,0.0,16,40,0.0,TELECOM ARGENTINA S.A.,16828CNT 95,A,MXD
181,399,17865.000,18875.000,AZL6,ESCOBAR,BA,ESCOBAR,,,,,1625,AZN339,584745,342055,28.000,2,480,,,,19.0,-83.0,901,,P 1.2M,V,33.1,0.0,23,39,0.0,TELECOM ARGENTINA S.A.,16828CNT 95,A,MXD
181,401,18305.000,19315.000,AZN484,CHAMICAL,LR,CHAMICAL CENTRAL,,,,,5380,AZK377,661850,302136,25.500,2,480,,,,13.0,-76.0,906,,P 0.6M,V,111.8,0.0,465,8,0.0,TELECOM ARGENTINA S.A.,18116CNT 95,A,MXD
181,402,19315.000,18305.000,AZK377,CHAMICAL,LR,CHAMICAL REP.,,,,,5380,AZN484,661858,302339,25.500,2,480,,,,13.0,-76.0,905,,P 1.2M,V,3.2,0.0,489,15,0.0,TELECOM ARGENTINA S.A.,18116CNT 95,A,MXD
181,403,18360.000,19370.000,AZU216,BARRIO LA CAROLINA,BA,LA CAROLINA,,,,,1891,AZU217,581101,345215,28.000,2,480,,,,18.0,-88.0,900,,P 0.6M HP C-HP06-144,V,127.6,0.0,23,18,0.2,COOPERATIVA TRES LIMITES LTDA.,17105CNT 95,A,MXD
181,404,19370.000,18360.000,AZU217,CENTRO AGRICOLA EL P,BA,EL PATO,,,,,1893,AZU216,581015,345244,28.000,2,480,,,,18.0,-88.0,900,,P 0.6M HP C-HP06-144,V,307.6,0.0,21,24,0.2,COOPERATIVA TRES LIMITES LTDA.,17105CNT 95,A,MXD
181,406,19205.000,18195.000,AZN886,RIO PRIMERO,CD,RIO PRIMERO CENTRAL,,,,,5127,AZK569,633726,311954,8.000,2,120,,,,13.0,-80.0,906,,P 0.6M,V,339.4,0.0,245,12,1.0,TELECOM ARGENTINA S.A.,27901CNT 96,A,MXD
181,405,18195.000,19205.000,AZK569,RIO PRIMERO,CD,RIO PRIMERO REP.,,,,,5127,AZN886,633733,311938,8.000,2,120,,,,13.0,-80.0,906,,P 0.6M,V,159.4,0.0,247,25,1.0,TELECOM ARGENTINA S.A.,27901CNT 96,A,MXD
181,407,18360.000,19370.000,AZV652,GRAND BOURG,BA,GRAND BOURG,,,,,1615,AZV653,584330,342918,28.000,2,480,,,,18.0,-88.0,900,,P 0.6M HP,V,67.9,0.0,26,29,0.2,COOPERATIVA GRAND BOURG,14068CNT 95,A,MXD
181,408,19370.000,18360.000,AZV653,INGENIERO PABLO NOGU,BA,PABLO NOGUES,,,,,1613,AZV652,584236,342900,28.000,2,480,,,,18.0,-88.0,900,,P 0.6M HP,V,247.9,0.0,23,32,0.2,COOPERATIVA GRAND BOURG,14068CNT 95,A,MXD
181,411,18590.000,18710.000,AZU235,QUIMILI,SE,QUIMILI CENTRAL,,,,,3740,AZL485,622520,273829,8.000,2,120,,,,18.0,-90.0,906,,P 0.6M,V,201.0,-0.8,135,11,1.2,TELECOM ARGENTINA S.A.,33088CNT 96,A,MXD
181,412,18710.000,18590.000,AZL485,QUIMILI,SE,QUIMILI REPETIDORA,,,,,3740,AZU235,622539,273913,8.000,2,120,,,,18.0,-90.0,906,,P 0.6M,V,21.0,0.8,135,30,1.2,TELECOM ARGENTINA S.A.,33088CNT 96,A,MXD
181,413,18360.000,19370.000,AZV687,CIUDAD DE BUENOS AIR,CF,ALEM 628,ALEM,628,,,1001,AZV686,582215,343602,28.000,2,480,C-0384,,,18.0,-88.0,900,,P 0.6M HP,V,306.0,0.0,8,58,0.0,STARTEL S.A.,33325CNT 96,A,MXD
181,414,19370.000,18360.000,AZV686,CIUDAD DE BUENOS AIR,CF,FLORIDA 890,FLORIDA,890,,,1001,AZV687,582230,343553,28.000,2,480,C-0384,,,18.0,-88.0,900,,P 0.6M HP,V,126.0,0.0,15,9,0.0,STARTEL S.A.,33325CNT 96,A,MXD
181,416,18765.000,17755.000,AZV367,ZARATE,BA,EASTMAN CHEMICAL,,,,,2800,AZK995,590517,340345,8.000,2,120,C-0488,,,13.0,-80.0,906,,P 0.6M,V,124.0,0.0,25,33,0.6,TELECOM ARGENTINA S.A.,35079CNT 96,A,MXD
181,415,17755.000,18765.000,AZK995,ZARATE,BA,ZARATE CENTRAL,,,,,2800,AZV367,590129,340553,8.000,2,120,C-0488,,,13.0,-80.0,906,,P 0.6M,V,304.0,0.0,25,23,0.6,TELECOM ARGENTINA S.A.,35079CNT 96,A,MXD
181,426,18790.000,18670.000,AZM540,NONOGASTA,LR,NONOGASTA CENTRAL,,,,,5372,AZV401,673016,291804,8.000,2,120,,,,18.0,-90.5,906,,P 0.6M,V,252.4,0.0,925,24,1.0,TELECOM ARGENTINA S.A.,35081CNT 96,A,MXD
181,425,18670.000,18790.000,AZV401,NONOGASTA,LR,NONOGASTA REP.,,,,,5372,AZM540,673050,291813,8.000,2,120,,,,18.0,-90.5,906,,P 0.6M,V,72.4,0.0,943,13,1.0,TELECOM ARGENTINA S.A.,35081CNT 96,A,MXD
181,427,18195.000,19205.000,AZM930,GUALEGUAYCHU,ER,GUALEGUAYCHU CTI,,,,,2820,AZL856,583143,330112,28.000,2,480,C-0488,SIAE,RT-29,19.0,-83.0,906,,P 0.6m,H,42.5,0.0,10,24,2.0,TELECOM ARGENTINA S.A.,37579CNT 96,A,MXD
181,428,19205.000,18195.000,AZL856,GUALEGUAYCHU,ER,GUALEGUAYCHU,,,,,2820,AZM930,583059,330032,28.000,2,480,C-0488,SIAE,RT-29,19.0,-83.0,906,,P 0.6m,H,222.5,0.0,10,40,2.0,TELECOM ARGENTINA S.A.,37579CNT 96,A,MXD
181,429,18552.500,19562.500,AZD798,CIUDAD DE BUENOS AIR,CF,RBS RECOLETA,,,,,1001,AZD798,582317,343524,28.000,2,480,,,,20.0,-72.0,906,,P 0.6M,H,155.7,0.0,23,54,0.5,MINIPHONE S.A.,37786CNT 96,A,MXD
181,430,19562.500,18552.500,AZD799,CIUDAD DE BUENOS AIR,CF,RBS ARENALES,,,,,1001,AZD799,582303,343538,28.000,2,480,,,,20.0,-72.0,906,,P 0.6M,H,335.7,0.0,11,41,0.5,MINIPHONE S.A.,37786CNT 96,A,MXD
181,431,18470.000,19480.000,AZD400,CIUDAD DE BUENOS AIR,CF,BOTANICO,,,,,1001,AYG815,582429,343454,28.000,2,480,,,,21.0,-71.0,900,,P 0.6M,V,274.4,0.0,5,50,1.8,MINIPHONE S.A.,1695CNC 97,A,MXD
181,432,19480.000,18470.000,AYG815,CIUDAD DE BUENOS AIR,CF,PALERMO,,,,,1001,AZD400,582551,343416,28.000,2,480,,,,21.0,-71.0,900,,P 0.6M,V,94.0,0.0,8,48,1.8,MINIPHONE S.A.,1695CNC 97,A,MXD
181,433,18387.500,19397.500,AZD398,CIUDAD DE BUENOS AIR,CF,CANNING,CANNING,,,,1001,AYG835,582458,343524,28.000,2,240,,,,21.0,-74.0,900,,P 0.6M,V,234.3,0.0,17,44,1.8,MINIPHONE S.A.,1696CNC 97,A,MXD
181,434,19397.500,18387.500,AYG835,CIUDAD DE BUENOS AIR,CF,ARAOZ,ARAOZ,,,,1001,AZD398,582530,343543,28.000,2,240,,,,21.0,-74.0,900,,P 0.6M,V,54.3,0.0,16,43,1.8,MINIPHONE S.A.,1696CNC 97,A,MXD
