CB,N,3,0|NA,N,4,0|FT,N,9,3|FR,N,9,3|SDT,C,7|LOC,C,20|PRO,C,2|SDR,C,7|LON,N,6,0|LAT,N,6,0|BN,N,7,3|CS,C,1|NRE,C,11|MME,C,20|MME2,C,20|PTX,N,4,1|PIM,N,6,1|TA,N,4,0|MMA,C,20|MMA2,C,20|POL,C,2|ACU,N,5,1|E,N,5,1|CT,N,4,0|HA,N,3,0|AAL,N,4,1|CON,C,1|SER_SIS1,C,5|OBS,C,40
72|1978|7596|7442|AZL353|HUMBERTO I"|SF|AZK612|612107|305204|28|2||||31|-86.5|809||P 1,2M|H|245.9|0|80|36|2.2|A|MXD|
72|1979|7442|7596|AZK612|SUNCHALES|SF|AZL353|613347|305657|28|2||||31|-86.5|811||P 2,4M|H|65.9|0|95|42|2.5|A|MXD|
72|1981|7442|7596|AZK437|IBARRETA|FM|AZZ594|595107|251255|26|2||||28|-83|810||P 0,75M|H|307.7|0|106|40|2.5|A|MXD|
72|1980|7596|7442|AZZ594|ESTANISLAO DEL CAMPO|FM|AZK437|600505|250310|26|2||||28|-83|810||P 0,75M|H|127.7|0|112|50|2.9|A|MXD|
72|1982|7498|7652|AZK476|LAS LOMITAS|FM|AZK546|603507|244232|26|2||||28|-83|810||P O,75M|V|126.9|0|129|37|3.3|A|MXD|
72|1983|7652|7498|AZK546|POZO DEL TIGRE|FM|AZK476|601900|245330|26|2||||28|-83|810||P 0,75M|V|306.9|0|120|60|3.2|A|MXD|
72|1985|7596|7442|AZY878|PALO SANTO|FM|AZY877|592010|253400|28|2||||27|-87|804||P 3M|H|306.2|0|87|70|6.6|A|MXD|
72|1987|7652|7498|AZY878|PALO SANTO|FM|AZY877|592010|253400|28|2||||27|-87|804||P 3M|H|306.2|0|87|70|6.6|A|MXD|
72|1989|7708|7554|AZY878|PALO SANTO|FM|AZY877|592010|253400|28|2||||27|-87|804||P 3M|H|306.2|0|87|70|6.6|A|MXD|
72|1984|7442|7596|AZY877|COMANDANTE FONTANA|FM|AZY878|594123|252000|28|2||||27|-87|804||P 3M|H|126.2|0|100|57|6|A|MXD|
72|1986|7498|7652|AZY877|COMANDANTE FONTANA|FM|AZY878|594123|252000|28|2||||27|-87|804||P 3M|H|126.2|0|100|57|6|A|MXD|
72|1988|7554|7708|AZY877|COMANDANTE FONTANA|FM|AZY878|594123|252000|28|2||||27|-87|804||P 3M|H|126.2|0|100|57|6|A|MXD|
72|1990|7526|7680|AZK640|VILLA CAÑAS|SF|AZL362|613629|340023|28|2||||31|-86.5|811||P 2,4M|V|269|0|100|37|8.2|A|MXD|
72|1991|7680|7526|AZL362|MARIA TERESA|SF|AZK640|615445|340041|28|2||||31|-86.5|811||P 2,4M|V|89|0|107|48|9.2|A|MXD|
72|1992|7526|7680|AZE427|QUILMES|BA|AZZ334|581516|344315|28|2||||27.3|-85|825|ANDREW PL4 71D||V|154.6|0|15|60|3.6|A|MXD|
72|1996|7442|7596|AZE499|SAN MIGUEL|BA|AZY707|584247|343231|28|2||||27.3|-85|825|ANDREW PL4 71D||V|354.4|0|26|42|2.5|A|MXD|
72|1998|7680|7526|AZY707|TORTUGUITAS|BA|AZE500|584325|342714|28|2||||27.3|-85|825|ANDREW PL4 71D||V|328.6|0|19|36|2.2|A|MXD|
72|2002|7708|7554|AZY708|CAMPANA|BA|AZE662|585732|340928|28|2||||27.3|-85|825|ANDREW PL4 71D||V|321|0|3|36|2.2|A|MXD|
72|2004|7645|7484|AZZ336|SANTOS LUGARES|BA|AZZ208|583304|343522|7|2||||27.3|-85|825|ANDREW PL4 71D||V|3.2|0|23|56|3.6|A|MXD|
72|1993|7680|7526|AZZ334|GUTIERREZ|BA|AZE427|581108|345024|28|2||||27.3|-85|826|ANDREW PL6||V|334.6|0|18|28|1.7|A|MXD|
72|1997|7596|7442|AZY707|TORTUGUITAS|BA|AZE499|584325|342714|28|2||||27.3|-85|825|ANDREW PL4 71D||V|174.4|0|19|36|2.2|A|MXD|
72|1999|7526|7680|AZE500|ESCOBAR|BA|AZY707|584741|342128|28|2||||27.3|-85|825|ANDREW PL4 71D||V|148.6|0|15|59|3.6|A|MXD|
72|2003|7554|7708|AZE662|ZARATE|BA|AZY708|590137|340518|28|2||||27.3|-85|825|ANDREW PL4 71D||V|141|0|18|36|2.2|A|MXD|
72|2005|7484|7645|AZZ208|VICTORIA|BA|AZZ336|583230|342658|7|2||||27.3|-85|825|ANDREW PL4 71D||V|183.2|0|15|56|3.6|A|MXD|
72|2008|7470|7624|AZM261|BALNEARIO MAR CHIQUI|BA|AZZ706|572529|374438|25.5|2||||30|-98.5|814||P 1,8M|V|259.7|0|3|47|10.3|A|MXD|
72|2009|7624|7470|AZZ706|COBO|BA|AZM261|573757|374626|25.5|2||||30|-98.5|814||P 1,8M|V|79.7|0|25|59|10.4|A|MXD|
72|2010|7470|7624|AZM718|LA CALANDRIA|ER|AZK488|583738|304646|28|2||||27|-85.5|804||P 3M|V|36.8|0|73|62|5.8|A|MXD|
72|2011|7624|7470|AZK488|LOS CONQUISTADORES|ER|AZM718|582802|303542|28|2||||27|-85.5|814||P 1,8M|V|216.8|0|72|62|5.8|A|MXD|
72|2012|7554|7708|AZK410|FIRMAT|SF|AZK715|612913|332719|28|2||||30|-86|811||P 2,4M|V|106.3|0|103|60|5.9|A|MXD|
72|2013|7708|7554|AZK715|ALCORTA|SF|AZK410|610729|333234|28|2||||30|-86|811||P 2,4M|V|286.3|0|85|75|6.7|A|MXD|
72|2021|7596|7442|AZZ587|VILLA LIBERTADOR GEN|ER|AZV255|602758|320433|28|2||||25|-83.5|809||P 1,2M|H|72.2|0|64|18|3.6|A|MXD|
72|2020|7442|7596|AZV255|CRESPO|ER|AZZ587|601837|320200|28|2||||25|-83.5|809||P 1,2M|H|252.2|0|100|64|6.1|A|MXD|
72|2183|7470|7624|AZL672|ZAVALLA|SF|AZK533|605232|330121|28|2||||27|-83.5|803|||H|76.3|0|46|22|4.9|A|MXD|
72|2022|7624|7470|AZK533|PEREZ|SF|AZL672|604620|330005|28|2||||27|-83.5|803|||H|256.3|0|33|30|5.7|A|MXD|
72|2023|7526|7680|AZK424|GENERAL PICO|LP|AZM88|634530|353847|25.5|2||||30|-87.5|811||P 2,4M|H|18.1|0|142|79|8.5|A|MXD|
72|2025|7470|7624|AZK424|GENERAL PICO|LP|AZM88|634530|353847|25.5|2||||30|-87.5|811||P 2,4M|H|18.1|0|142|79|8.5|A|MXD|
72|2024|7680|7526|AZM88|INTENDENTE ALVEAR|LP|AZK424|633537|351407|25.5|2||||30|-87.5|811||P 2,4M|H|198.1|0|127|54|7.1|A|MXD|
72|2026|7624|7470|AZM88|INTENDENTE ALVEAR|LP|AZK424|633537|351407|25.5|2||||30|-87.5|811||P 2,4M|H|198.1|0|127|54|7.1|A|MXD|
72|2027|7652|7498|AZZ594|ESTANISLAO DEL CAMPO|FM|AZK437|600505|250310|26|2||||28|-83|810||P 0,75M|H|127.7|0|112|50|6.2|A|MXD|
72|2028|7498|7652|AZK437|IBARRETA|FM|AZZ594|595107|251255|26|2||||28|-83|810||P 0,75M|H|307.7|0|106|40|5.9|A|MXD|
72|2029|7554|7708|AZK476|LAS LOMITAS|FM|AZK546|603507|244232|26|2||||28|-83|810||P 0,75M|V|126.9|0|129|37|3.2|A|MXD|
72|2030|7708|7554|AZK546|POZO DEL TIGRE|FM|AZK476|601900|245330|26|2||||28|-83|810||P 0,75M|V|306.9|0|120|60|3.3|A|MXD|
72|2031|7470|7624|AZK819|CHEPES|LR|AZM983|663530|312025|28|2||||27|-84.5|803||P 2M|H|72.2|0|652|22|1.5|A|MXD|
72|2033|7526|7680|AZK819|CHEPES|LR|AZM983|663530|312025|28|2||||27|-84.5|803||P 2M|H|72.2|0|652|22|1.5|A|MXD|
72|2032|7624|7470|AZM983|CHELCOS|LR|AZK819|662559|311748|28|2||||27|-84.5|803||P 2M|H|252.2|0|700|65|3.5|A|MXD|
72|2034|7680|7526|AZM983|CHELCOS|LR|AZK819|662559|311748|28|2||||27|-84.5|803||P 2M|H|252.2|0|700|65|3.5|A|MXD|
72|820|7652|7498|AZK70|LA PLATA|BA|AZL533|575713|345455|25.5|2||||25|-103.5|811||P 2.4|H|114.7|0|16|70|4|A|MXD|
72|2037|7624|7470|AZK591|SAN GENARO|SF|AZK402|612136|322231|28|2||||27|-85.5|814||P 1.8M|V|301.7|0|58|63|6.3|A|MXD|
72|2039|7680|7526|AZK591|SAN GENARO|SF|AZK402|612136|322231|28|2||||27|-85.5|814||P 1.8M|V|301.7|0|58|63|6.3|A|MXD|
72|2038|7470|7624|AZK402|EL TREBOL|SF|AZK591|614155|321157|28|2||||27|-85.5|811||P 2.4M|V|121.7|0|90|50|6.5|A|MXD|
72|2040|7526|7680|AZK402|EL TREBOL|SF|AZK591|614155|321157|28|2||||27|-85.5|811||P 2.4M|V|121.7|0|90|50|6.5|A|MXD|
72|2041|7498|7652|AZM638|CASBAS|BA|AZL89|623014|364537|25.5|2||||27|-85|806||P 1.8M|V|164.7|0|123|40|6|A|MXD|
72|2042|7652|7498|AZL89|GUAMINI|BA|AZM638|622500|370051|25.5|2||||27|-85|806||P 1.8M|V|344.7|0|107|54|7.3|A|MXD|
72|2043|7554|7708|AZM638|CASBAS|BA|AZL89|623014|364537|25.5|2||||27|-85|806||P 1.8M|V|164.7|0|123|40|6|A|MXD|
72|2044|7708|7554|AZL89|GUAMINI|BA|AZM638|622500|370051|25.5|2||||27|-85|806||P 1.8M|V|344.7|0|107|54|7.3|A|MXD|
72|2045|7624|7470|AZK364|CORRIENTES|CR|AZN517|584959|272827|28|2||||27|-87|803||P 2M|H|99.6|0|59|51|7.7|A|MXD|
72|2046|7470|7624|AZN517|LAGUNA BRAVA|CR|AZK364|584259|272930|28|2||||27|-87|803||P 2M|H|279.6|0|60|33|7.2|A|MXD|
72|2047|7442|7596|LSQ597|CANALEJAS|MZ|LSQ596|692841|365329|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|H|140.2|0.5|1280|28|1.9|A|MXD|
72|2048|7596|7442|LSQ596|PUESTO HERNANDEZ (BA|NQ|LSQ597|690536|371528|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|H|320.2|-0.5|810|15|1|A|MXD|
72|2049|7526|7680|LSQ597|CANALEJAS|MZ|LSQ596|692841|365329|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|H|140.2|0.5|1280|28|1.9|A|MXD|
72|2050|7680|7526|LSQ596|PUESTO HERNANDEZ (BA|NQ|LSQ597|690536|371528|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|H|320.2|-0.5|810|15|1|A|MXD|
72|2051|7470|7624|LSQ600|EL DIVISADERO|MZ|LSQ601|694216|360058|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P12 71D|H|13.6|-1.4|1544|28|1.7|A|MXD|
72|2052|7624|7470|LSQ601|BARDAS BLANCAS|MZ|LSQ600|693648|354241|28|2||||0|-82|0|MICROFLECT|2024-8|H|193.6|1.4|2432|9|0|A|MXD|
72|2053|7554|7708|LSQ600|EL DIVISADERO|MZ|LSQ601|694216|360058|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P12 71D|H|13.6|-1.4|1544|28|1.7|A|MXD|
72|2054|7708|7554|LSQ601|BARDAS BLANCAS|MZ|LSQ600|693648|354241|28|2||||0|-82|0|MICROFLECT|2024-8|H|193.6|1.4|2432|9|0|A|MXD|
72|2055|7470|7624|LSQ601|BARDAS BLANCAS|MZ|LSQ602|693648|354241|28|2||||0|-82|0|MICROFLECT|2024-8|H|78.3|6.3|2432|9|0|A|MXD|
72|2056|7624|7470|LSQ602|MALARGUE|MZ|LSQ601|693222|354156|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P1271D|H|258.3|-6.3|1637|54|3.1|A|MXD|
72|2057|7554|7708|LSQ601|BARDAS BLANCAS|MZ|LSQ602|693648|354241|28|2||||0|-82|0|MICROFLECT|2024-8|H|78.3|6.3|2432|9|0|A|MXD|
72|2058|7708|7554|LSQ602|MALARGUE|MZ|LSQ601|693222|354156|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P12 71D|H|258.3|-6.3|1637|54|3.1|A|MXD|
72|2059|7442|7596|LSQ603|MALARGUE|MZ|LSQ602|693315|352852|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|V|176.9|-0.6|1396|43|1|A|MXD|
72|2060|7596|7442|LSQ602|MALARGUE|MZ|LSQ603|693222|354156|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|802|ANDREW|P4 71D|V|356.9|0.6|1637|54|1|A|MXD|
72|2061|7526|7680|LSQ603|MALARGUE|MZ|LSQ602|693315|352852|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|V|176.9|-0.6|1396|43|1|A|MXD|
72|2062|7680|7526|LSQ602|MALARGUE|MZ|LSQ603|693222|354156|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|802|ANDREW|P4 71D|V|356.9|0.6|1637|54|1|A|MXD|
72|2063|7470|7624|LSQ607|AGUA DEL TORO|MZ|LSQ606|690405|343632|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|0|ANDREW|HP15 71D|H|206|-12.7|1533|15|1|A|MXD|
72|2064|7624|7470|LSQ606|25 DE MAYO|MZ|LSQ607|690506|343815|28|2||||0|-82|0|CALZAVARA|REFL. 4555|H|26|12.7|2334|9|0|A|MXD|
72|2065|7554|7708|LSQ607|AGUA DEL TORO|MZ|LSQ606|690405|343632|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|0|ANDREW|HP15 71D|H|206|-12.7|1533|15|1|A|MXD|
72|2066|7708|7554|LSQ606|25 DE MAYO|MZ|LSQ607|690506|343815|28|2||||0|-82|0|CALZAVARA|REFL. 4555|H|26|12.7|2334|9|0|A|MXD|
72|2067|7470|7624|LSQ606|25 DE MAYO|MZ|LSQ608|690506|343815|28|2||||0|-82|0|CALZAVARA|REFL. 4555|H|356.1|0.9|2334|9|0|A|MXD|
72|2068|7624|7470|LSQ608|PAREDITAS|MZ|LSQ606|690758|340400|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P12 71F|H|176.1|-0.9|1310|84|8.7|A|MXD|
72|2069|7554|7708|LSQ606|25 DE MAYO|MZ|LSQ608|690506|343815|28|2||||0|-82|0|CALZAVARA|REFL. 4555|H|356.1|0.9|2334|9|0|A|MXD|
72|2070|7708|7554|LSQ608|PAREDITAS|MZ|LSQ606|690758|340400|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|813|ANDREW|P12 71F|H|176.1|-0.9|1310|84|8.7|A|MXD|
72|2071|7442|7596|LSQ609|TUNUYAN|MZ|LSQ608|685741|333726|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|811|ANDREW|P8 71D|V|197.9|-0.3|995|97|9.6|A|MXD|
72|2072|7596|7442|LSQ608|PAREDITAS|MZ|LSQ609|690758|340400|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|V|17.9|0.3|1310|84|4.6|A|MXD|
72|2073|7526|7680|LSQ609|TUNUYAN|MZ|LSQ608|685741|333726|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|811|ANDREW|P8 71D|V|197.9|-0.3|995|97|9.6|A|MXD|
72|2074|7680|7526|LSQ608|PAREDITAS|MZ|LSQ609|690758|340400|28|2|C-0920|HARRIS-FARINON|QUADRALINK|28|-82|814|ANDREW|P6 71D|V|17.9|0.3|1310|84|4.6|A|MXD|
72|2075|7680|7526|AZZ336|CIUDAD DE BUENOS AIR|CF|AZE499|583304|343522|28|2||||27.3|-85|826||ANDREW-PL6-71|V|289.7|0|23|60|0|A|MXD|
72|2077|7680|7526|LSQ311|LANUS|BA|LSQ299|582304|344302|28|2||||27.3|-85|824||ANDREW-PL8-71|V|219.9|0|6|72|0|A|MXD|
72|2076|7526|7680|AZE499|SAN MIGUEL|BA|AZZ336|584247|343231|28|2||||27.3|-85|826||ANDREW-PL6-71|V|109.7|0|28|60|0|A|MXD|
72|2078|7526|7680|LSQ299|TRISTAN SUAREZ|BA|LSQ311|583304|345253|28|2||||27.3|-85|824||ANDREW-PL8-71|V|39.9|0|20|60|0|A|MXD|
72|2079|7498|7652|AZK602|SANTA ELEODORA|BA|AZM206|624127|344119|28|2||||27.5|-88.5|814||P 1.8M|H|130.5|0|112|53|8.7|A|MXD|
72|2080|7652|7498|AZM206|AMEGHINO|BA|AZK602|622806|345039|28|2||||27.5|-88.5|814||P 1.8M|H|310.5|0|109|37|8.2|A|MXD|
72|2081|7498|7652|AZL499|DIAMANTE|ER|AZZ587|603814|320355|28|2||||31|-85|814||P 1.8M|H|93.8|0|65|24|5.7|A|MXD|
72|2082|7652|7498|AZZ587|VILLA LIBERTADOR GEN|ER|AZL499|602739|320430|28|2||||31|-85|809||P 1.2M|H|273.8|0|60|23|6.3|A|MXD|
72|2083|7470|7624|AZK7|EMILIA|SF|AZM464|601621|332254|28|2||||31|-86.5|814||P 1.8M|H|91.1|0|29|25|6.3|A|MXD|
72|2084|7624|7470|AZM464|BARRIO GENERAL MANUE|BA|AZK7|600910|332301|28|2||||31|-86.5|814||P 1.8M|H|271.1|0|23|23|6.7|A|MXD|
72|2086|7652|7498|AZK352|COLONIAS UNIDAS|CC|AZM485|593801|264156|28|2||||25|-81|808||P SOLIDA HP 3M|V|157|0|74|66|7.4|A|MXD|
72|2085|7498|7652|AZM485|COLONIA ELISA|CC|AZK352|593119|265559|28|2||||25|-81|808||P SOLIDA HP 3M|V|337|0|66|34|5.9|A|MXD|
72|2091|7554|7708|AZM485|COLONIA ELISA|CC|AZK352|593119|265559|28|2||||25|-81|808||P SOLIDA HP 3M|V|337|0|66|34|6|A|MXD|
72|2092|7708|7554|AZK352|COLONIAS UNIDAS|CC|AZM485|593801|264156|28|2||||25|-81|808||P SOLIDA HP 3M|V|157|0|74|66|7.4|A|MXD|
72|2095|7652|7498|AYP219|NO ESPECIFICADA|SF|AZL504|603439|313616|28|2||||27.5|-81.5|811||P SOLIDA 2,4M|H|161.9|0|14|36|2.3|A|MXD|
72|2096|7498|7652|AZL504|PARANA|ER|AYP219|603143|314354|28|2||||27.5|-81.5|811||P SOLIDA 2,4M|H|341.9|0|40|40|2.6|A|MXD|
72|2097|7442|7596|AZO412|RESISTENCIA|CC|AYZ729|585911|272701|28|2||||28|-80|809||P 1,2M|H|99.2|0|50|55|1.6|A|MXD|
72|2098|7596|7442|AYZ729|CORRIENTES|CR|AZO412|584936|272823|28|2||||28|-80|809||P 1,2M|H|279.2|0|55|38|1.6|A|MXD|
72|2099|7470|7624|AZV293|JACHAL|SJ|AZM764|683719|305126|25.5|2||||27|-89.5|811||P 2,4M|V|179.9|0|912|24|4.7|A|MXD|
72|2101|7498|7652|AZV293|JACHAL|SJ|AZM764|683719|305126|25.5|2||||27|-89.5|811||P 2,4M|V|179.9|0|912|24|4.7|A|MXD|
72|2103|7554|7708|AZV293|JACHAL|SJ|AZM264|683719|305126|25.5|2||||27|-89.5|811||P 2,4M|V|179.9|0|912|24|4.7|A|MXD|
72|2100|7624|7470|AZM764|ULLUM (ESTACION FCGB|SJ|AZV293|683716|311839|25.5|2||||27|-89.5|811||P 2,4M|V|359.9|0|1236|22|4.6|A|MXD|
72|2102|7652|7498|AZM764|ULLUM (ESTACION FCGB|SJ|AZV293|683716|311839|25.5|2||||27|-89.5|811||P 2,4M|V|359.9|0|1236|22|4.6|A|MXD|
72|2104|7708|7554|AZM264|ULLUM (ESTACION FCGB|SJ|AZV293|683716|311839|25.5|2||||27|-89.5|811||P 2,4M|V|359.9|0|1236|22|4.6|A|MXD|
72|2105|7470|7624|LSQ730|NO ESPECIFICADA|NQ|AYV54|704018|374705|25.5|2||||27|-89.5|811||P 2,4M|V|173.9|0|1164|74|7.3|A|MXD|
72|2107|7526|7680|LSQ730|NO ESPECIFICADA|NQ|AYV54|704018|374705|25.5|2||||27|-89.5|811||P 2,4M|V|173.9|0|1164|74|7.3|A|MXD|
72|2106|7624|7470|AYV54|LONCOPUE|NQ|LSQ730|703758|380421|25.5|2||||27|-89.5|811||P 2,4M|V|353.9|0|1033|84|7.8|A|MXD|
72|2108|7680|7526|AYV54|LONCOPUE|NQ|LSQ730|703758|380421|25.5|2||||27|-89.5|811||P 2,4M|V|353.9|0|1033|84|7.8|A|MXD|
72|2109|7442|7596|AZK80|NO ESPECIFICADA|BA|AYV537|590949|372008|25.5|2||||27|-95.5|804||P 3M|V|72.2|0|302|40|5.6|C|MXD|
72|2111|7554|7708|AZK80|NO ESPECIFICADA|BA|AYV537|590949|372008|25.5|2||||27|-95.5|804||P 3M|V|72.2|0|302|40|5.6|C|MXD|
72|2113|7498|7652|AZK80|NO ESPECIFICADA|BA|AYV537|590949|372008|25.5|2||||27|-95.5|804||P 3M|V|72.2|0|302|40|5.6|C|MXD|
